"","id_cliente","nome_cliente","segmento","cidade","estado","pais","mercado","regiao"
"582","BW-11200","Ben Wallace","Consumidor","Dieppe","Upper Normandy","France","EU","Central"
"583","EK-13795","Eileen Kiefer","Outros","San Francisco","California","United States","US","West"
"584","SG-20080","Sandra Glassco","Consumidor","Redlands","California","United States","US","West"
"585","SC-10725","Steven Cartwright","Consumidor","Bangui","Bangui","Central African Republic","Africa","Africa"
"586","AG-10525","Andy Gerbode","Corporativo","Irapuato","Guanajuato","Mexico","LATAM","North"
"587","MG-18145","Mike Gockenbach","Consumidor","Bhilwara","Rajasthan","India","APAC","Central Asia"
"588","BD-11605","Brian Dahlen","Consumidor","Newcastle","New South Wales","Australia","APAC","Oceania"
"589","PB-19105","Peter Bühler","Consumidor","Orange","New South Wales","Australia","APAC","Oceania"
"590","SC-20575","Sonia Cooley","Consumidor","Torreón","Coahuila","Mexico","LATAM","North"
"591","DO-3435","Denny Ordway","Consumidor","Porto-Novo","Ouémé","Benin","Africa","Africa"
"592","CC-12220","Chris Cortes","Consumidor","New York City","New York","United States","US","East"
"593","TS-21430","Tom Stivers","Corporativo","Outreau","Nord-Pas-de-Calais","France","EU","Central"
"594","AZ-10750","Annie Zypern","Consumidor","León","León","Nicaragua","LATAM","Central"
"595","IG-15085","Ivan Gibson","Consumidor","Bourg-en-Bresse","Rhône-Alpes","France","EU","Central"
"596","SP-20860","Sung Pak","Corporativo","Mulhouse","Alsace","France","EU","Central"
"597","KM-16225","Kalyca Meade","Corporativo","Geelong","Victoria","Australia","APAC","Oceania"
"598","KM-6720","Kunst Miller","Consumidor","Kashan","Esfahan","Iran","EMEA","EMEA"
"599","MM-18055","Michelle Moray","Consumidor","Herford","North Rhine-Westphalia","Germany","EU","Central"
"600","RB-19360","Raymond Buch","Consumidor","Cairns","Queensland","Australia","APAC","Oceania"
"601","NC-8415","Nathan Cano","Consumidor","L'viv","L'viv","Ukraine","EMEA","EMEA"
"602","SN-20710","Steve Nguyen","Outros","Geelong","Victoria","Australia","APAC","Oceania"
"603","DL-3330","Denise Leinenbach","Consumidor","Arbil","Arbil","Iraq","EMEA","EMEA"
"604","JG-15115","Jack Garza","Consumidor","Des Moines","Washington","United States","US","West"
"605","CJ-11875","Carl Jackson","Corporativo","Brisbane","Queensland","Australia","APAC","Oceania"
"606","AY-10555","Andy Yotov","Corporativo","Bradford","England","United Kingdom","EU","North"
"607","BV-11245","Benjamin Venier","Corporativo","San Sebastian","Basque Country","Spain","EU","South"
"608","PO-9195","Phillina Ober","Outros","Tangier","Tanger-Tétouan","Morocco","Africa","Africa"
"609","GZ-4545","George Zrebassa","Corporativo","Blagoveshchensk","Amur","Russia","EMEA","EMEA"
"610","PN-18775","Parhena Norris","Outros","Tianjin","Tianjin","China","APAC","North Asia"
"611","SC-20800","Stuart Calhoun","Consumidor","Bhilai","Chhattisgarh","India","APAC","Central Asia"
"612","AC-10615","Ann Chong","Corporativo","New York City","New York","United States","US","East"
"613","VB-21745","Victoria Brennan","Corporativo","Rochester","New York","United States","US","East"
"614","TT-11460","Tonja Turnell","Outros","Durres","Durrës","Albania","EMEA","EMEA"
"615","AC-10420","Alyssa Crouse","Corporativo","Kunming","Yunnan","China","APAC","North Asia"
"616","CG-12040","Catherine Glotzbach","Outros","Wellington","Wellington","New Zealand","APAC","Oceania"
"617","TR-11325","Toby Ritter","Consumidor","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"618","SC-20440","Shaun Chance","Corporativo","Victoria","Tamaulipas","Mexico","LATAM","North"
"619","BT-11305","Beth Thompson","Outros","San Gabriel","California","United States","US","West"
"620","JB-15925","Joni Blumstein","Consumidor","Trier","Rhineland-Palatinate","Germany","EU","Central"
"621","GW-14605","Giulietta Weimer","Consumidor","Luoyang","Guangdong","China","APAC","North Asia"
"622","SC-20725","Steven Cartwright","Consumidor","Petrópolis","Rio de Janeiro","Brazil","LATAM","South"
"623","EH-13765","Edward Hooks","Corporativo","Watertown","New York","United States","US","East"
"624","YS-21880","Yana Sorensen","Corporativo","Seattle","Washington","United States","US","West"
"625","FO-14305","Frank Olsen","Consumidor","Noisy-le-Grand","Ile-de-France","France","EU","Central"
"626","RP-19855","Roy Phan","Corporativo","Bangkok","Bangkok","Thailand","APAC","Southeast Asia"
"627","AB-10600","Ann Blume","Corporativo","Tucson","Arizona","United States","US","West"
"628","KB-16240","Karen Bern","Corporativo","Kalyan","Maharashtra","India","APAC","Central Asia"
"629","KA-16525","Kelly Andreada","Consumidor","Mejicanos","San Salvador","El Salvador","LATAM","Central"
"630","EM-3960","Eric Murdock","Consumidor","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"631","JD-15790","John Dryer","Consumidor","Semarang","Jawa Tengah","Indonesia","APAC","Southeast Asia"
"632","JL-15850","John Lucas","Consumidor","Stuttgart","Baden-Württemberg","Germany","EU","Central"
"633","JW-16075","Julia West","Consumidor","Hamilton","Waikato","New Zealand","APAC","Oceania"
"634","LL-6840","Lauren Leatherbury","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"635","TH-21100","Thea Hendricks","Consumidor","Lyon","Rhône-Alpes","France","EU","Central"
"636","MC-17275","Marc Crier","Consumidor","Lille","Nord-Pas-de-Calais","France","EU","Central"
"637","NG-8430","Nathan Gelder","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"638","KD-16615","Ken Dana","Corporativo","Marseille","Provence-Alpes-Côte d'Azur","France","EU","Central"
"639","MC-17605","Matt Connell","Corporativo","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"640","JK-15625","Jim Karlsson","Consumidor","Mejicanos","San Salvador","El Salvador","LATAM","Central"
"641","TS-11505","Tony Sayre","Consumidor","Algiers","Alger","Algeria","Africa","Africa"
"642","LD-6855","Lela Donovan","Corporativo","Pretoria","Gauteng","South Africa","Africa","Africa"
"643","LP-17080","Liz Pelletier","Consumidor","Melbourne","Victoria","Australia","APAC","Oceania"
"644","CV-12805","Cynthia Voltz","Corporativo","Matsudo","Chiba","Japan","APAC","North Asia"
"645","MO-17500","Mary O'Rourke","Consumidor","Aachen","North Rhine-Westphalia","Germany","EU","Central"
"646","MS-17530","MaryBeth Skach","Consumidor","Melbourne","Victoria","Australia","APAC","Oceania"
"647","GA-14515","George Ashbrook","Consumidor","Ballarat","Victoria","Australia","APAC","Oceania"
"648","CS-12355","Christine Sundaresam","Consumidor","Gold Coast","Queensland","Australia","APAC","Oceania"
"649","GM-14500","Gene McClure","Consumidor","Managua","Managua","Nicaragua","LATAM","Central"
"650","CC-2670","Craig Carreira","Consumidor","Beirut","Beirut","Lebanon","EMEA","EMEA"
"651","MN-17935","Michael Nguyen","Consumidor","Hefei","Anhui","China","APAC","North Asia"
"652","JM-16195","Justin MacKendrick","Consumidor","Louisville","Kentucky","United States","US","South"
"653","DB-13615","Doug Bickford","Consumidor","Los Angeles","California","United States","US","West"
"654","PK-18910","Paul Knutson","Outros","San Luis Potosí","San Luis Potosí","Mexico","LATAM","North"
"655","LS-16945","Linda Southworth","Corporativo","Tegal","Jawa Tengah","Indonesia","APAC","Southeast Asia"
"656","JK-15730","Joe Kamberova","Consumidor","Rome","Lazio","Italy","EU","South"
"657","SW-10275","Scott Williamson","Consumidor","Kitchener","Ontario","Canada","Canada","Canada"
"658","MC-18100","Mick Crebagga","Consumidor","Sevran","Ile-de-France","France","EU","Central"
"659","EH-13945","Eric Hoffmann","Consumidor","Portici","Campania","Italy","EU","South"
"660","LC-16930","Linda Cazamias","Corporativo","Sparks","Nevada","United States","US","West"
"661","MA-17995","Michelle Arnett","Outros","Duisburg","North Rhine-Westphalia","Germany","EU","Central"
"662","SP-20650","Stephanie Phelps","Corporativo","Balikpapan","Kalimantan Timur","Indonesia","APAC","Southeast Asia"
"663","JH-15430","Jennifer Halladay","Consumidor","Poza Rica de Hidalgo","Veracruz","Mexico","LATAM","North"
"664","ML-17755","Max Ludwig","Outros","Clichy-sous-Bois","Ile-de-France","France","EU","Central"
"665","PC-18745","Pamela Coakley","Corporativo","Antipolo","Calabarzon","Philippines","APAC","Southeast Asia"
"666","KE-16420","Katrina Edelman","Corporativo","Curitiba","Parana","Brazil","LATAM","South"
"667","EM-4200","Evan Minnotte","Outros","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"668","DW-13480","Dianna Wilson","Outros","Albury","New South Wales","Australia","APAC","Oceania"
"669","SC-10680","Steve Carroll","Outros","Kutahya","Kutahya","Turkey","EMEA","EMEA"
"670","JG-15805","John Grady","Corporativo","Daqing","Heilongjiang","China","APAC","North Asia"
"671","LL-16840","Lauren Leatherbury","Consumidor","Waynesboro","Virginia","United States","US","South"
"672","PV-8985","Paul Van Hugh","Outros","Yaounde","Centre","Cameroon","Africa","Africa"
"673","PO-19180","Philisse Overcash","Outros","Chicago","Illinois","United States","US","Central"
"674","SH-19975","Sally Hughsby","Corporativo","Rockhampton","Queensland","Australia","APAC","Oceania"
"675","GA-14725","Guy Armstrong","Consumidor","Jiangdu","Jiangsu","China","APAC","North Asia"
"676","GT-4755","Guy Thornton","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"677","PR-18880","Patrick Ryan","Consumidor","Puebla","Puebla","Mexico","LATAM","North"
"678","AG-10765","Anthony Garverick","Outros","Mumbai","Maharashtra","India","APAC","Central Asia"
"679","SE-20110","Sanjit Engle","Consumidor","Stuttgart","Baden-Württemberg","Germany","EU","Central"
"680","JB-16045","Julia Barnett","Outros","Santiago","Santiago","Chile","LATAM","South"
"681","JM-5580","Jill Matthias","Consumidor","Nairobi","Nairobi","Kenya","Africa","Africa"
"682","JO-15280","Jas O'Carroll","Consumidor","Hyderabad","Telangana","India","APAC","Central Asia"
"683","LP-17095","Liz Preis","Consumidor","Aurora","Illinois","United States","US","Central"
"684","EJ-14155","Eva Jacobs","Consumidor","Bayamo","Granma","Cuba","LATAM","Caribbean"
"685","VW-21775","Victoria Wilson","Corporativo","San Francisco","California","United States","US","West"
"686","GM-14455","Gary Mitchum","Outros","Kabul","Kabul","Afghanistan","APAC","Central Asia"
"687","BF-1080","Bart Folk","Consumidor","Edmonton","Alberta","Canada","Canada","Canada"
"688","SM-20905","Susan MacKendrick","Consumidor","Lismore","New South Wales","Australia","APAC","Oceania"
"689","BO-1425","Bobby Odegard","Consumidor","Sikasso","Sikasso","Mali","Africa","Africa"
"690","AW-10930","Arthur Wiediger","Outros","Nottingham","England","United Kingdom","EU","North"
"691","JP-15460","Jennifer Patt","Corporativo","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia"
"692","AS-10240","Alan Shonely","Consumidor","Whyalla","South Australia","Australia","APAC","Oceania"
"693","TB-11625","Trudy Brown","Consumidor","Bagcilar","Istanbul","Turkey","EMEA","EMEA"
"694","JP-5520","Jeremy Pistek","Consumidor","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"695","BD-11770","Bryan Davis","Consumidor","Bressuire","Poitou-Charentes","France","EU","Central"
"696","BD-11635","Brian Derr","Consumidor","Perth","Western Australia","Australia","APAC","Oceania"
"697","CC-2370","Christopher Conant","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"698","PO-8850","Patrick O'Brill","Consumidor","Pretoria","Gauteng","South Africa","Africa","Africa"
"699","TZ-21445","Tom Zandusky","Corporativo","Luoyang","Guangdong","China","APAC","North Asia"
"700","RB-19435","Richard Bierner","Consumidor","Depok","Yogyakarta","Indonesia","APAC","Southeast Asia"
"701","JE-15475","Jeremy Ellison","Consumidor","Kawagoe","Saitama","Japan","APAC","North Asia"
"702","AI-10855","Arianne Irving","Consumidor","Sydney","New South Wales","Australia","APAC","Oceania"
"703","MH-17440","Mark Haberlin","Corporativo","Qingdao","Shandong","China","APAC","North Asia"
"704","JE-6165","Justin Ellison","Corporativo","Misratah","Misratah","Libya","Africa","Africa"
"705","DS-13180","David Smith","Corporativo","Managua","Managua","Nicaragua","LATAM","Central"
"706","AC-10660","Anna Chung","Consumidor","Can Tho","T?nh C?n Th?","Vietnam","APAC","Southeast Asia"
"707","MH-17455","Mark Hamilton","Consumidor","Greenwood","Indiana","United States","US","Central"
"708","CC-12430","Chuck Clark","Outros","Morelia","Michoacán","Mexico","LATAM","North"
"709","NG-18355","Nat Gilpin","Corporativo","Santiago de Cuba","Santiago de Cuba","Cuba","LATAM","Caribbean"
"710","RC-19825","Roy Collins","Consumidor","Woking","England","United Kingdom","EU","North"
"711","JD-16015","Joy Daniels","Consumidor","Mixco","Guatemala","Guatemala","LATAM","Central"
"712","JH-5910","Jonathan Howell","Consumidor","Johannesburg","Gauteng","South Africa","Africa","Africa"
"713","SC-10695","Steve Chapman","Corporativo","Port Elizabeth","Eastern Cape","South Africa","Africa","Africa"
"714","RD-9930","Russell D'Ascenzo","Consumidor","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"715","LC-6930","Linda Cazamias","Corporativo","Torbali","Izmir","Turkey","EMEA","EMEA"
"716","DW-13195","David Wiener","Corporativo","Bhiwandi","Maharashtra","India","APAC","Central Asia"
"717","RD-19900","Ruben Dartt","Consumidor","Kaifeng","Henan","China","APAC","North Asia"
"718","MV-18190","Mike Vittorini","Consumidor","Raleigh","North Carolina","United States","US","South"
"719","RD-19480","Rick Duston","Consumidor","Sydney","New South Wales","Australia","APAC","Oceania"
"720","SV-20365","Seth Vernon","Consumidor","New York City","New York","United States","US","East"
"721","LS-17230","Lycoris Saunders","Consumidor","Tlalnepantla","México","Mexico","LATAM","North"
"722","GD-14590","Giulietta Dortch","Corporativo","Sydney","New South Wales","Australia","APAC","Oceania"
"723","EB-13750","Edward Becker","Corporativo","Singapore","Singapore","Singapore","APAC","Southeast Asia"
"724","KH-6360","Katherine Hughes","Consumidor","Nairobi","Nairobi","Kenya","Africa","Africa"
"725","BF-11275","Beth Fritzler","Corporativo","La Romana","La Romana","Dominican Republic","LATAM","Caribbean"
"726","NG-18430","Nathan Gelder","Consumidor","Cambridge","England","United Kingdom","EU","North"
"727","Co-12640","Corey-Lock","Consumidor","Carora","Lara","Venezuela","LATAM","South"
"728","SF-20965","Sylvia Foulston","Corporativo","Newcastle","New South Wales","Australia","APAC","Oceania"
"729","KB-16405","Katrina Bavinger","Outros","Dublin","Dublin","Ireland","EU","North"
"730","LC-16870","Lena Cacioppo","Consumidor","Nice","Provence-Alpes-Côte d'Azur","France","EU","Central"
"731","JL-15505","Jeremy Lonsdale","Consumidor","Mexico City","Distrito Federal","Mexico","LATAM","North"
"732","BD-11725","Bruce Degenhardt","Consumidor","Mixco","Guatemala","Guatemala","LATAM","Central"
"733","TM-21010","Tamara Manning","Consumidor","Trier","Rhineland-Palatinate","Germany","EU","Central"
"734","AB-150","Aimee Bixby","Consumidor","Shiraz","Fars","Iran","EMEA","EMEA"
"735","BW-11065","Barry Weirich","Consumidor","Cologne","North Rhine-Westphalia","Germany","EU","Central"
"736","FM-14380","Fred McMath","Consumidor","Xinshi","Hubei","China","APAC","North Asia"
"737","PC-8745","Pamela Coakley","Corporativo","Sofia","Sofiya-Grad","Bulgaria","EMEA","EMEA"
"738","BN-1470","Brad Norvell","Corporativo","Katowice","Silesia","Poland","EMEA","EMEA"
"739","AH-10120","Adrian Hane","Outros","Culiacán","Sinaloa","Mexico","LATAM","North"
"740","LF-17185","Luke Foster","Consumidor","San Antonio","Texas","United States","US","Central"
"741","DJ-13630","Doug Jacobs","Consumidor","Montenegro","Quindío","Colombia","LATAM","South"
"742","SJ-20125","Sanjit Jacobs","Outros","Boulogne-Billancourt","Ile-de-France","France","EU","Central"
"743","ML-18265","Muhammed Lee","Consumidor","Leipzig","Saxony","Germany","EU","Central"
"744","SF-10965","Sylvia Foulston","Corporativo","Kermanshah","Kermanshah","Iran","EMEA","EMEA"
"745","PO-8865","Patrick O'Donnell","Consumidor","Guelma","Guelma","Algeria","Africa","Africa"
"746","MH-17290","Marc Harrigan","Outros","Singapore","Singapore","Singapore","APAC","Southeast Asia"
"747","NR-18550","Nick Radford","Consumidor","Shantou","Guangdong","China","APAC","North Asia"
"748","MK-17905","Michael Kennedy","Corporativo","Rockford","Illinois","United States","US","Central"
"749","DB-13660","Duane Benoit","Consumidor","Nantes","Pays de la Loire","France","EU","Central"
"750","PH-18790","Patricia Hirasaki","Outros","Wellington","Wellington","New Zealand","APAC","Oceania"
"751","AB-10165","Alan Barnes","Consumidor","Grenoble","Rhône-Alpes","France","EU","Central"
"752","CA-12055","Cathy Armstrong","Outros","Castrop-Rauxel","North Rhine-Westphalia","Germany","EU","Central"
"753","JF-5295","Jason Fortune-","Consumidor","Rasht","Gilan","Iran","EMEA","EMEA"
"754","KT-16465","Kean Takahito","Consumidor","Glendale","Arizona","United States","US","West"
"755","RB-9705","Roger Barcio","Outros","Cairo","Al Qahirah","Egypt","Africa","Africa"
"756","BD-1725","Bruce Degenhardt","Consumidor","Ramat Aviv","Tel Aviv","Israel","EMEA","EMEA"
"757","EB-13705","Ed Braxton","Corporativo","Paulista","Pernambuco","Brazil","LATAM","South"
"758","MG-17875","Michael Grace","Outros","Wagga Wagga","New South Wales","Australia","APAC","Oceania"
"759","MG-17650","Matthew Grinstein","Outros","Lunel","Languedoc-Roussillon","France","EU","Central"
"760","AG-10270","Alejandro Grove","Consumidor","Whangarei","Northland","New Zealand","APAC","Oceania"
"761","NP-8685","Nora Pelletier","Outros","Pretoria","Gauteng","South Africa","Africa","Africa"
"762","AS-630","Ann Steele","Outros","Lagos","Lagos","Nigeria","Africa","Africa"
"763","SC-20680","Steve Carroll","Outros","Ninghai","Shandong","China","APAC","North Asia"
"764","MC-17590","Matt Collister","Corporativo","Chimaltenango","Chimaltenango","Guatemala","LATAM","Central"
"765","TP-11415","Tom Prescott","Consumidor","Toronto","Ontario","Canada","Canada","Canada"
"766","HH-15010","Hilary Holden","Corporativo","Nagpur","Maharashtra","India","APAC","Central Asia"
"767","BT-11485","Brad Thomas","Outros","El Prat de Llobregat","Catalonia","Spain","EU","South"
"768","EB-13870","Emily Burns","Consumidor","Pematangsiantar","Sumatera Utara","Indonesia","APAC","Southeast Asia"
"769","JP-15520","Jeremy Pistek","Consumidor","San Francisco","California","United States","US","West"
"770","CM-2115","Chad McGuire","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"771","EA-14035","Erin Ashbrook","Corporativo","Monterrey","Nuevo León","Mexico","LATAM","North"
"772","FH-14350","Fred Harton","Consumidor","Woking","England","United Kingdom","EU","North"
"773","BS-1800","Bryan Spruell","Outros","Cape Town","Western Cape","South Africa","Africa","Africa"
"774","AA-10375","Allen Armold","Consumidor","Santa Catarina","Nuevo León","Mexico","LATAM","North"
"775","BN-11515","Bradley Nguyen","Consumidor","Angers","Pays de la Loire","France","EU","Central"
"776","EG-3900","Emily Grady","Consumidor","Annaba","Annaba","Algeria","Africa","Africa"
"777","RE-19405","Ricardo Emerson","Consumidor","San Salvador","San Salvador","El Salvador","LATAM","Central"
"778","ND-18460","Neil Ducich","Corporativo","Managua","Managua","Nicaragua","LATAM","Central"
"779","TT-21460","Tonja Turnell","Outros","Fort Worth","Texas","United States","US","Central"
"780","ML-18040","Michelle Lonsdale","Corporativo","Brisbane","Queensland","Australia","APAC","Oceania"
"781","JL-5505","Jeremy Lonsdale","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"782","SP-20545","Sibella Parks","Corporativo","Brisbane","Queensland","Australia","APAC","Oceania"
"783","SF-10065","Sandra Flanagan","Consumidor","Donets'k","Donetsk","Ukraine","EMEA","EMEA"
"784","AS-10045","Aaron Smayling","Corporativo","Jacksonville","North Carolina","United States","US","South"
"785","TT-11220","Thomas Thornton","Consumidor","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"786","AH-10195","Alan Haines","Corporativo","San Salvador","San Salvador","El Salvador","LATAM","Central"
"787","KH-6630","Ken Heidel","Corporativo","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"788","AA-10645","Anna Andreadi","Consumidor","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia"
"789","JL-15130","Jack Lebron","Consumidor","Villeurbanne","Rhône-Alpes","France","EU","Central"
"790","KM-6375","Katherine Murray","Outros","Chililabombwe","Copperbelt","Zambia","Africa","Africa"
"791","LS-16975","Lindsay Shagiari","Outros","Baltimore","Maryland","United States","US","East"
"792","KL-16645","Ken Lonsdale","Consumidor","Detroit","Michigan","United States","US","Central"
"793","EH-14185","Evan Henry","Consumidor","Schwerin","Mecklenburg-Vorpommern","Germany","EU","Central"
"794","KW-6570","Kelly Williams","Consumidor","Brasov","Brasov","Romania","EMEA","EMEA"
"795","DB-3060","Dave Brooks","Consumidor","Arbil","Arbil","Iraq","EMEA","EMEA"
"796","FA-14230","Frank Atkinson","Corporativo","Dortmund","North Rhine-Westphalia","Germany","EU","Central"
"797","JF-15565","Jill Fjeld","Consumidor","Munich","Bavaria","Germany","EU","Central"
"798","LO-7170","Lori Olson","Corporativo","Nairobi","Nairobi","Kenya","Africa","Africa"
"799","KB-6315","Karl Braun","Consumidor","Makhachkala","Dagestan","Russia","EMEA","EMEA"
"800","BS-11755","Bruce Stewart","Consumidor","Cairns","Queensland","Australia","APAC","Oceania"
"801","RB-19465","Rick Bensley","Outros","Devonport","Tasmania","Australia","APAC","Oceania"
"802","HF-14995","Herbert Flentye","Consumidor","Paris","Ile-de-France","France","EU","Central"
"803","MP-17965","Michael Paige","Corporativo","Hanoi","Th? Dô Hà N?i","Vietnam","APAC","Southeast Asia"
"804","JJ-15445","Jennifer Jackson","Consumidor","Genk","Limburg","Belgium","EU","Central"
"805","LC-17140","Logan Currie","Consumidor","New York City","New York","United States","US","East"
"806","TT-11070","Ted Trevino","Consumidor","Kumasi","Ashanti","Ghana","Africa","Africa"
"807","BF-11020","Barry Französisch","Corporativo","New York City","New York","United States","US","East"
"808","ES-14080","Erin Smith","Corporativo","Yunyang","Henan","China","APAC","North Asia"
"809","FC-14335","Fred Chung","Corporativo","Caloundra","Queensland","Australia","APAC","Oceania"
"810","TS-21160","Theresa Swint","Corporativo","Manila","National Capital","Philippines","APAC","Southeast Asia"
"811","RE-9450","Richard Eichhorn","Consumidor","Sakaka","Al Jawf","Saudi Arabia","EMEA","EMEA"
"812","JC-15340","Jasper Cacioppo","Consumidor","Saint-Dizier","Champagne-Ardenne","France","EU","Central"
"813","MH-17785","Maya Herman","Corporativo","Bandung","Jawa Barat","Indonesia","APAC","Southeast Asia"
"814","RF-19840","Roy Französisch","Consumidor","Cuttack","Odisha","India","APAC","Central Asia"
"815","PG-18820","Patrick Gardner","Consumidor","Xuzhou","Jiangsu","China","APAC","North Asia"
"816","DO-13645","Doug O'Connell","Consumidor","Bridgetown","Saint Michael","Barbados","LATAM","Caribbean"
"817","SC-10305","Sean Christensen","Consumidor","Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa"
"818","TN-21040","Tanja Norvell","Outros","Phoenix","Arizona","United States","US","West"
"819","DR-12880","Dan Reichenbach","Corporativo","New York City","New York","United States","US","East"
"820","EB-3975","Erica Bern","Corporativo","Dakar","Dakar","Senegal","Africa","Africa"
"821","NS-8505","Neola Schneider","Consumidor","Kano","Kano","Nigeria","Africa","Africa"
"822","SF-20065","Sandra Flanagan","Consumidor","Changzhou","Jiangsu","China","APAC","North Asia"
"823","RA-19285","Ralph Arnett","Consumidor","Puertollano","Castile-La Mancha","Spain","EU","South"
"824","LT-17110","Liz Thompson","Consumidor","Hamburg","Hamburg","Germany","EU","Central"
"825","BF-11170","Ben Ferrer","Outros","Lawrence","Massachusetts","United States","US","East"
"826","AR-825","Anthony Rawles","Corporativo","Fes","Fès-Boulemane","Morocco","Africa","Africa"
"827","SD-20485","Shirley Daniels","Outros","Ciego de Ávila","Ciego de Ávila","Cuba","LATAM","Caribbean"
"828","GW-4605","Giulietta Weimer","Consumidor","Arkhangelsk","Arkhangel'sk","Russia","EMEA","EMEA"
"829","DB-13120","David Bremer","Corporativo","Marion","Ohio","United States","US","East"
"830","JC-5775","John Castell","Consumidor","Nizhyn","Chernihiv","Ukraine","EMEA","EMEA"
"831","ND-8460","Neil Ducich","Corporativo","Bamako","Bamako","Mali","Africa","Africa"
"832","TC-11295","Toby Carlisle","Consumidor","Montréal","Quebec","Canada","Canada","Canada"
"833","DM-2955","Dario Medina","Corporativo","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"834","PJ-9015","Pauline Johnson","Consumidor","Dnipropetrovs'k","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"835","JH-5820","John Huston","Consumidor","Ardabil","Ardabil","Iran","EMEA","EMEA"
"836","ME-18010","Michelle Ellison","Corporativo","Paris","Ile-de-France","France","EU","Central"
"837","AH-10690","Anna Häberlin","Corporativo","Sydney","New South Wales","Australia","APAC","Oceania"
"838","RD-19660","Robert Dilbeck","Outros","Tlalpan","Distrito Federal","Mexico","LATAM","North"
"839","CD-1980","Carol Darley","Consumidor","Mahajanga","Boeny","Madagascar","Africa","Africa"
"840","CL-2565","Clay Ludtke","Consumidor","Saida","Saida","Algeria","Africa","Africa"
"841","MO-7800","Meg O'Connel","Outros","Arzgir","Stavropol'","Russia","EMEA","EMEA"
"842","CR-2580","Clay Rozendal","Outros","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"843","TC-10980","Tamara Chand","Corporativo","Baku","Baki","Azerbaijan","EMEA","EMEA"
"844","RD-9900","Ruben Dartt","Consumidor","Vinnytsya","Vinnytsya","Ukraine","EMEA","EMEA"
"845","CS-12250","Chris Selesnick","Corporativo","Bossier City","Louisiana","United States","US","South"
"846","CH-12070","Cathy Hwang","Outros","Paris","Ile-de-France","France","EU","Central"
"847","JF-15355","Jay Fein","Consumidor","Libourne","Aquitaine","France","EU","Central"
"848","AS-135","Adrian Shami","Outros","Ashdod","Southern","Israel","EMEA","EMEA"
"849","SP-20620","Stefania Perrino","Corporativo","Chittagong","Chittagong","Bangladesh","APAC","Central Asia"
"850","EC-14050","Erin Creighton","Consumidor","Pune","Maharashtra","India","APAC","Central Asia"
"851","IG-5085","Ivan Gibson","Consumidor","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"852","TB-21355","Todd Boyes","Corporativo","Patrocínio","Minas Gerais","Brazil","LATAM","South"
"853","MH-17620","Matt Hagelstein","Corporativo","San Francisco","California","United States","US","West"
"854","GT-14755","Guy Thornton","Consumidor","Tijuana","Baja California","Mexico","LATAM","North"
"855","DF-13135","David Flashing","Consumidor","Slough","England","United Kingdom","EU","North"
"856","AS-240","Alan Shonely","Consumidor","Tallinn","Harjumaa","Estonia","EMEA","EMEA"
"857","PG-8820","Patrick Gardner","Consumidor","Chipata","Eastern","Zambia","Africa","Africa"
"858","JS-6030","Joy Smith","Consumidor","Yaounde","Centre","Cameroon","Africa","Africa"
"859","SS-20590","Sonia Sunley","Consumidor","Camagüey","Camagüey","Cuba","LATAM","Caribbean"
"860","CS-2490","Cindy Schnelling","Corporativo","Ad Diwaniyah","Al Qadisiyah","Iraq","EMEA","EMEA"
"861","CM-2715","Craig Molinari","Corporativo","Galati","Galati","Romania","EMEA","EMEA"
"862","BM-1140","Becky Martin","Consumidor","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"863","RD-19720","Roger Demir","Consumidor","Bry-sur-Marne","Ile-de-France","France","EU","Central"
"864","LD-17005","Lisa DeCherney","Consumidor","New York City","New York","United States","US","East"
"865","EB-3705","Ed Braxton","Corporativo","Benghazi","Banghazi","Libya","Africa","Africa"
"866","RH-19555","Ritsa Hightower","Consumidor","Bacoor","Calabarzon","Philippines","APAC","Southeast Asia"
